Equipo Objetivo;Equipo Rival;Y;pot_ataque_obj;pot_defensa_riv;goles_favor_obj;goles_contra_riv;mundial_anterior;mejores_cuatro;puntaje_fifa_obj;puntaje_fifa_riv;cabeza_serie_obj;cabeza_serie_riv;ranking_fifa_obj;ranking_fifa_riv
Ri de Iran;Bosnia y Herzegovina;1;68;66;1.17;1;0;0;641;873;0;0;43;21
Ri de Iran;Mexico;1;67;69;3.5;0.88;1;0;686;758;0;1;24;4
Ri de Iran;Nigeria;0;68;66;1.17;1;0;0;641;640;0;0;43;44
Ri de Iran;Portugal;0;67;83;3.5;0.33;1;0;686;750;0;0;24;7
Rusia;Argelia;1;76;66;1.5;0.67;0;0;893;858;0;0;19;22
Rusia;Belgica;0;76;79;1.5;0.75;0;0;893;1074;0;1;19;11
Rusia;Republica de Corea;1;76;66;1.5;1.83;0;0;893;547;0;0;19;57
Serbia;Alemania;1;67;81;2;0.5;0;0;947;1082;0;1;15;6
Serbia;Australia;1;67;73;2;1.2;0;0;947;886;0;0;15;20
Serbia;Ghana;0;67;64;2;1.11;0;0;947;800;0;0;15;32
Serbia y Montenegro;Argentina;0;67;85;1;1.5;0;0;610;746;0;1;44;9
Serbia y Montenegro;Costa de Marfil;2;67;65;1;0.91;0;0;610;669;0;0;44;32
Serbia y Montenegro;Paises Bajos;0;67;65;1;0.5;0;0;610;768;0;0;44;3
Sudafrica;Francia;2;72;83;2.36;1.25;0;0;392;1044;1;0;83;9
Sudafrica;Mexico;1;72;76;2.36;0.67;0;0;392;895;1;0;83;17
Sudafrica;Uruguay;0;72;78;2.36;1;0;0;392;899;1;0;83;16
Suecia;Alemania;0;85;82;0.4;1.4;1;0;709;696;0;1;16;19
Suecia;Inglaterra;2;85;86;0.4;0.67;1;0;709;741;0;1;16;10
Suecia;Paraguay;1;85;69;0.4;1;1;0;709;653;0;0;16;33
Suecia;Trinidad y Tobago;0;85;65;0.4;1.8;1;0;709;604;0;0;16;47
Suiza;Argentina;0;70;78;1.67;0;1;0;1149;1175;1;1;6;5
Suiza;Chile;0;75;64;0.67;0.25;1;0;866;888;0;0;24;18
Suiza;Ecuador;2;70;66;1.67;2.25;1;0;1149;791;1;0;6;26
Suiza;Espana;1;75;83;0.67;0.5;1;0;866;1565;0;1;24;2
Suiza;Francia;0;79;84;2.25;0.75;0;0;648;749;0;1;35;8
Suiza;Francia;2;70;80;1.67;0.25;1;0;1149;913;1;0;6;17
Suiza;Honduras;0;75;64;0.67;1.5;1;0;866;734;0;0;24;38
Suiza;Honduras;3;70;66;1.67;1.75;1;0;1149;731;1;0;6;33
Suiza;Republica de Corea;2;79;65;2.25;0.67;0;0;648;677;0;0;35;30
Suiza;Togo;2;79;65;2.25;1.29;0;0;648;569;0;0;35;61
Suiza;Ucrania;0;79;65;2.25;0;0;0;648;609;0;0;35;45
Tunez;Arabia Saudita;2;69;65;1.44;1.38;1;0;693;651;0;0;21;34
Tunez;Espana;1;69;85;1.44;0.75;1;0;693;756;0;1;21;5
Tunez;Ucrania;0;69;65;1.44;0;1;0;693;609;0;0;21;45
Togo;Francia;0;67;84;0.57;0.75;0;0;569;749;0;1;61;8
Togo;Republica de Corea;1;67;65;0.57;0.67;0;0;569;677;0;0;61;30
Togo;Suiza;0;67;78;0.57;1;0;0;569;648;0;0;61;35
Trinidad y Tobago;Inglaterra;0;67;86;1;0.67;0;0;604;741;0;1;47;10
Trinidad y Tobago;Paraguay;0;67;69;1;1;0;0;604;653;0;0;47;33
Trinidad y Tobago;Suecia;0;67;76;1;1;0;0;604;709;0;0;47;16
Ucrania;Arabia Saudita;4;67;65;2;1.38;0;0;609;651;0;0;45;34
Ucrania;Espana;0;67;85;2;0.75;0;0;609;756;0;1;45;5
Ucrania;Italia;0;67;88;2;0.67;0;0;609;728;0;1;45;13
Ucrania;Suiza;0;67;78;2;1;0;0;609;648;0;0;45;35
Ucrania;Tunez;1;67;68;2;0.67;0;0;609;693;0;0;45;21
Uruguay;Alemania;2;84;81;3.5;0.5;0;0;899;1082;0;1;16;6
Uruguay;Colombia;0;84;76;1.33;1;1;1;1147;1137;1;1;7;8
Uruguay;Costa Rica;1;84;66;1.33;2;1;1;1147;762;1;0;7;28
Uruguay;Francia;0;84;83;3.5;1.25;0;0;899;1044;0;0;16;9
Uruguay;Ghana;1;84;64;3.5;1.11;0;0;899;800;0;0;16;32
Uruguay;Inglaterra;2;84;81;1.33;0.5;1;1;1147;1090;1;0;7;10
Uruguay;Italia;1;84;81;1.33;0.67;1;1;1147;1104;1;0;7;9
Uruguay;Mexico;1;84;76;3.5;0.67;0;0;899;895;0;0;16;17
Uruguay;Paises Bajos;2;84;77;3.5;1;0;0;899;1231;0;0;16;4
Uruguay;Republica de Corea;2;84;67;3.5;0.91;0;0;899;632;0;0;16;47
Uruguay;Sudafrica;3;84;70;3.5;0.55;0;0;899;392;0;1;16;83
